d1,d2,d3,d4,d5
-99275,-60511,995395,-505675,-822206
204243,264023,-842146,494932,-309457
167381,-754981,876451,-539319,478007
744700,-210128,-713335,484617,-444324
558090,-916521,-688937,-537763,621836
241584,838954,974656,1028287,561320
-360888,-171012,-560975,-567581,-836506
-754331,443604,-791747,610803,-216667
-32997,-170486,-126447,-202862,-371852
-170687,900680,-97532,538372,294404
-1548,-73698,-538751,-236683,-958371
168266,-926952,945581,-797175,1032556
4077,-677098,962679,31793,841254
-220245,652597,-239931,88515,-564600
-950311,996780,-118510,-338037,-862384
327396,-548857,720983,638238,736426
-897126,35681,480831,384761,-637293
-276898,-517996,-278608,-843587,779688
-432593,-1004553,-875532,67042,300555
857199,854087,506670,-191612,545079
354382,-56801,-78296,-106570,349073
-791406,675393,-194268,680920,-1022985
1023353,-281384,382433,283522,-29008
-235775,566418,-384748,592346,837372
961377,-556971,-892179,-450584,680630
714244,530968,488921,-730867,338702
-297485,-309971,233468,-290169,160619
-826243,-4300,814304,43959,-900035
-205849,-1018986,89540,-177066,116575
-357761,-582858,250168,342507,-590711
-394721,-326173,901332,-517453,-1009366
-866357,347058,-162275,372875,872234
433562,-806714,-31986,514784,-808270
485703,765234,-425009,-1016286,-46736
751700,-798508,-706631,-236276,-302497
-539830,238679,1019867,696831,-69902
-140182,786492,407168,-335255,-626661
-932294,587816,-962074,755379,492598
176357,-387451,455373,-33993,890095
-71488,75190,623056,-1018410,-649480
506948,-562268,-802134,967803,146743
89549,-708939,922053,618621,12886
208841,125208,106962,-59766,280428
973009,-391746,941280,302444,782427
288964,989562,62940,943707,-157919
359053,-1041667,414087,995973,-614567
38355,-346795,-983123,340134,-328274
1029860,778583,-981278,736581,609736
-440764,-635849,-701867,228109,786192
-705972,-467959,-679126,-704915,-685082
328100,-7742,-279519,415524,-375433
-294891,798910,802949,238974,-537335
835420,319306,161504,-989161,-91479
-883687,-478630,941827,-1018476,247607
402744,544838,813210,-756083,-272349
936579,858562,459506,-781463,137160
-217390,230225,248894,623231,592932
-276794,-840651,356528,193983,961849
712680,841049,261366,-409761,175407
-49233,279570,-274192,-875124,703534
537180,817261,821619,262809,-868830
-814373,492114,-608843,-174441,190913
504225,439686,64106,-196540,-403034
86725,1014608,567399,287111,111463
-867787,-503621,-158721,955468,-420371
385219,-996711,187823,970780,20851
-288141,-934847,542354,166857,-357351
443356,168086,259238,-846863,-258546
-166306,634900,-208428,294242,-829934
-1016957,-497496,-948467,208400,-939736
-14092,-323706,-213970,-83185,404286
-475328,-476230,360138,10620,221983
-886661,3662,277002,520494,846130
67903,849837,215058,1017030,-726698
-125550,768910,-1037308,-909920,-401504
-8129,-1000903,688100,480604,1022049
82273,-205406,913648,-611722,-548910
-121904,289165,558812,607867,-686570
963175,488,610278,-1024349,950384
-89415,-499507,-522079,-548338,267571
371166,-545654,113451,300762,-320713
132585,-389242,429208,-602042,-402262
-676831,-718890,322981,-57995,-87617
-873877,805248,639321,-938579,-277334
-759087,-310398,812412,-999194,-113331
497347,957127,-469778,885109,402902
-888452,81704,797743,830383,-6353
-982161,142658,-37901,-636532,-387713
544362,253640,74507,-567650,537783
-66317,-250970,545558,469098,1025945
-916345,-542705,708078,-97293,-567740
-875241,-577108,-473954,-681727,-657569
-875153,-693745,-90659,1000367,20947
814923,330121,-368168,-895999,-297703
-907991,-485230,361585,-163928,427683
565912,-313055,-523508,528620,-367197
-582307,-979746,-596796,-271075,6362
844229,827054,424040,457639,875325
-560352,569202,-995128,-423097,-761305
-139862,835776,67710,-72758,-345820
-797364,693835,94208,767277,419511
691738,-135644,360376,-553006,-135
480602,369579,-896168,-862842,560181
592533,774374,474002,-203943,-416441
507043,-630846,377789,-229276,498707
-373729,218486,187377,158113,400130
538270,-644296,-588504,-175217,480133
894295,1006813,363175,644630,-809897
-856391,661903,-640774,867236,587241
-854283,695408,-681653,-76303,537045
315057,877780,-666515,-404456,1045604
409824,919382,-972260,448533,828691
-719686,233840,-388608,580060,-888972
857151,-719580,1008044,748678,107853
-869208,433262,446728,589317,222682
-176370,-388260,62817,-949641,167407
358289,976181,-904709,832819,-911445
-915756,-38221,-520496,989233,829725
622603,132501,-235481,-7694,-507490
-600404,-211331,373009,173286,602028
-409692,763298,17616,3169,840006
28950,-330540,591950,-665731,114905
802139,-620493,994273,-950859,841330
-762072,1033361,386023,-723362,-669621
-439210,-362169,853540,824356,11535
-777929,521067,-86200,-343273,-116591
870951,-416120,-585009,1000869,-70258
256713,33238,-563334,945467,-759714
696053,-868052,-432453,-730522,1025739
622071,-78011,614075,869961,-78774
-563338,-939824,-197214,-65623,745638
403444,731258,498118,852974,798990
-726447,698072,530272,-1012353,-102507
861679,-1040369,-94115,282063,-585404
558290,-755660,-1001250,-24813,262991
-846610,784738,-222448,80789,540824
-957405,-415850,973710,-177112,-1046483
-87357,-370145,63833,210380,237503
-24494,-527296,494344,-228507,459570
1017401,829070,502652,541370,-966981
645840,137088,211525,1014211,-460202
-442445,326886,-700547,9614,-984214
904105,761117,-130543,171179,-989204
-293149,-542059,512560,700875,-917113
-219496,-608486,-258406,698649,121123
251848,-308497,-654939,-383636,-420711
124038,1047479,-991901,704391,843752
227050,290493,772038,-543624,-484987
390239,313196,-75370,136285,-719502
-643032,-15387,-826742,595502,825061
348002,-403381,323618,-116589,318998
794287,186790,660217,-530520,679810
955163,496849,-1039608,835282,-641649
426323,-599439,720833,102000,-244786
-466082,167548,-908693,1016446,-779750
126498,-328035,122635,941806,206301
-924476,193073,508611,-329295,340870
849239,115832,-628577,330449,132966
-909829,217972,-300159,46283,-544344
84592,-785254,-373512,287396,-374717
-895192,-368,-719934,-435116,1027336
-558338,223879,-61495,-716549,-843897
282402,-257203,328228,-516754,535380
1026423,-168454,-252494,319501,-246206
307157,-844451,461478,971887,770484
684505,-670605,285992,350810,-66254
1020023,-757962,139168,-712777,-400649
-441211,1014069,197959,-538220,-654127
299602,-628172,89137,957951,500560
134733,150477,830494,236357,-41551
-757650,885127,510011,938906,-751521
-561048,-900839,465231,125078,730836
943604,-434776,-513742,372937,-113126
-1045083,503547,-720646,767478,998749
432424,-966769,766917,160254,656549
47716,-797800,194174,-474788,-565906
884443,110496,2908,612125,887589
-835766,234877,-424636,516729,233679
-39322,918146,102161,-231285,1042935
-1053,737629,-324361,-985456,-266143
552615,880710,882752,101945,358264
-411557,655827,-581654,25398,-193719
748051,-971939,-525511,139591,-428319
441682,508967,481388,13181,1034671
-631041,-581649,-1040625,-597306,676151
-958679,-1002736,926427,948399,-476039
405010,-615973,135633,-674582,-162681
452476,57074,657928,975408,550561
-975834,973288,906528,-322200,552154
-799537,765217,-951891,836866,-472266
-976782,299431,572443,-406325,-315741
133534,-68272,-11999,637513,464461
1029224,-433910,810751,547852,881418
-543612,1042052,621485,-27513,57496
-25430,338924,149498,447101,-696430
179979,-761063,462824,-722111,338154
-561891,656686,56233,951778,400641
-698515,144652,141645,550021,-676987
949414,-896611,9559,-978907,998902
-699115,-1036497,35722,-796240,-746795
-630712,-481828,538450,673107,-523176
-491663,-76614,166342,729972,-644632
24224,184239,696174,-1047579,-306172
371164,782599,-347757,-313346,-740982
163839,-540691,999760,104674,-812636
433615,654653,608487,-564687,-49374
709599,404725,128581,863714,-1021505
894077,189608,-481525,-540549,-850272
502640,-952929,-178371,725152,-918929
-496649,-419843,813188,-668438,795048
603561,431013,-908592,-126870,-309945
-70867,-351926,473101,-742042,-224666
322706,811285,306301,-438361,792594
66690,437290,-370921,439423,172663
-421721,-740233,-608370,483505,680040
-567357,315757,-929231,5008,-463112
823153,759710,770591,1017923,267865
-191728,164625,1001649,-1001899,283326
525007,-722713,-450553,85635,628165
-129459,798636,-838444,205131,-617157
911471,638081,842460,807223,358324
-982166,-10021,-149437,-795952,59701
-83340,929867,-1010965,-884618,780780
584707,-90760,-67414,-544264,302885
1016228,-252038,-497594,-1031852,310553
-742508,-526111,804098,-143318,525526
-812621,-424791,-691469,113514,801177
692947,-275509,-623432,-640803,963619
152713,199035,844468,390661,444982
362971,398933,848734,-338957,-389998
12834,-936123,-371613,531275,477419
975181,100594,154070,-1006562,616938
219484,513757,-405073,-168516,994462
-497882,-451170,-725327,-815789,-699555
-792877,-825852,-457568,881611,840178
582854,-838778,537632,-1026871,53979
-1040913,-800496,678487,-688785,139454
-426576,-741578,978546,369287,652834
265631,150312,-929661,379314,-53569
997184,-816157,250178,222398,-189641
-129843,-607667,-27867,-854897,805612
-739657,976022,476203,167198,-973886
-387479,766838,-469065,-257798,516662
-807779,841281,305717,-371454,710914
-854174,629620,-185762,-991997,-363122
897657,-27370,293625,819941,-263308
-236219,-399528,735108,501715,528466
-581098,-617315,703793,88844,-591533
573778,950805,-734367,-1040768,824166
46389,735963,1048199,360503,-144940
780878,-744948,-88351,408674,222185
-122382,-175572,885879,-589763,996014
-972554,247083,775033,632096,650083
-186043,868659,-776121,1047533,542351
71945,149829,-933692,-622505,472633
-228063,-960873,-1013462,-198747,-29288
-907047,-55613,-442666,-239614,1010367
-271613,541821,-215001,1003890,707733
523707,-311253,220237,842270,571718
161564,-706399,211446,954895,100421
-668596,943459,-80549,490093,-141199
-378625,945309,672911,-17411,-647443
-515890,47825,-244141,-219050,-604900
879819,789514,1033752,-784108,498190
-64209,-609066,-546677,-987074,-105003
840859,4593,519135,369223,438244
123174,427657,-1021394,-1034367,-892230
971241,189504,-131944,65593,493965
-715106,234599,-648863,917348,-1016771
-103418,1047094,21703,794415,-808189
255630,334082,-57568,-240810,981544
317517,794408,-432709,453467,-560333
-163516,365675,29037,-336779,986080
67503,-283131,534752,-681186,807604
1045414,612058,857742,-736544,310338
-104116,-486139,940818,233958,129862
-181567,-527126,-862377,637201,3926
979417,370259,904880,-270796,-630725
651867,845182,103548,83484,167961
881431,149690,449300,524040,222306
-198195,360914,-438458,-549299,250273
644503,787373,954561,-355997,53133
-9972,-662043,-643295,-671984,-911036
-920657,595340,-321192,-942808,-321415
-716596,-852153,-412151,892956,-140041
996464,-763507,-264000,-917846,-486504
77381,812498,252867,597455,-248827
994313,813806,965909,-207268,736574
-389528,-167862,-92190,-827384,420683
52788,-821092,91204,1003258,298935
447007,522265,-859864,158140,-1018578
-133732,318240,430380,-590025,817009
868876,666342,-956790,413368,-433033
243993,61574,-158541,-486168,-281323
-425461,-939304,-186148,-674872,-279737
-308965,-904724,189460,-657850,694363
-412119,-224829,122406,-136703,-87564
104723,224872,352529,351293,-204387
-130734,-532441,923724,429279,-843592
-717609,290258,646132,767227,-973785
-986236,814300,784215,-547166,324687
798228,-813004,32505,-748964,-783139
-242838,-601468,45486,181029,-679425
339607,-185911,523641,123026,-838124
139214,980760,-751834,241269,785016
973406,394769,639720,344545,-167621
-760003,-962188,-1011241,-926714,124934
674856,-892519,6517,246560,-44284
-402127,-163724,-53749,-919557,-240819
-1006860,976632,545375,-303351,994231
-287086,-695169,219751,906746,41072
-654376,336696,-1014991,-1020758,65688
427250,-360427,-207309,-593141,725324
-190826,258155,552366,776230,-944224
-289278,787737,605385,-675120,516368
940514,-500987,881947,1008875,46231
71436,334735,581112,-228377,-537927
82324,-929472,-118215,487929,-202829
936954,665109,848251,-968133,581155
-1045232,-615485,-204165,992824,-1034424
588804,319549,787705,135253,-585197
-769058,-732586,-474366,-559163,-320622
-507413,590993,-1046274,256856,-647635
-967467,-775860,56029,-967755,694692
22700,-560333,611551,-10347,1034901
677662,66784,96807,825402,745592
720541,689407,921858,-557439,-74414
512926,662423,647103,-576348,894026
349890,-654115,653105,186446,-918043
-731383,-538240,-235598,-8469,384066
617394,363605,681789,447166,-762514
-482239,383673,-441089,361854,510243
-270566,467835,346984,-748635,269707
410082,907394,-557909,644140,-592585
-1037637,268058,-759580,-809481,1038569
-1047611,671940,877128,952846,-869573
389490,-724533,534352,-742791,-542698
410289,-86520,960693,887629,317355
-351845,373633,535433,496605,-899080
-365474,127706,-663610,-774825,-165484
870211,758895,432613,-172559,1022630
-590578,1028874,-385932,583818,607690
724556,-897520,802984,649027,731277
160434,280893,-711233,-65921,-783481
255162,735462,-164934,-692329,-593725
-355552,-587551,1046226,662806,869222
447104,769104,-974075,-705811,421864
-51532,-109682,-197078,867778,418681
1003549,-733567,-636952,347606,-514160
221625,-759829,921552,938646,988320
-468455,835708,8758,1035390,-424671
832025,521875,973846,217176,901835
-164772,-219864,-277782,1018436,670205
965738,-2359,424468,844724,933761
-570960,713113,-423091,-388830,-959603
1017002,-198145,580386,1020952,-221996
-134460,-957362,848291,-33040,984740
67191,-813568,-671762,587687,-556000
883432,-786096,-216124,446212,910730
666029,-154473,2071,75142,513684
-29542,-757600,-219013,-527584,336566
259733,-67779,1043667,-981387,128190
200196,3596,264635,-474681,-736097
-935127,-844867,420278,808554,-541009
-760999,-835265,-862124,-494381,659124
896873,569084,235474,1023820,-897642
-958412,-335304,-85231,-648696,981774
-435944,192127,-559471,458222,-55313
5505,256120,-476746,141983,442954
-354347,-218077,41570,842743,-186778
889755,784465,-955956,-241177,334358
-106961,675259,-805625,385952,30753
-758117,-338462,723365,-287194,502412
-790088,-1020695,657177,250427,-889028
-620645,594331,-171891,408887,592004
786662,-370972,535324,429347,-617702
-48295,962046,499891,-419710,626107
-196445,-821008,-506106,25496,-169950
864991,-1005964,-625497,-484055,273242
566865,-351190,510032,-682167,-761555
-109499,348544,-141420,-1034434,-147723
828177,591558,305566,407809,-466702
88620,331029,-533175,246623,-1029780
-412882,587579,-385357,365018,266195
593928,435207,215309,358332,348781
946257,-103220,221853,-42729,885572
-379587,-791725,302526,782603,-61606
-332369,738185,-655695,-210837,934576
-543700,800486,-669920,200443,-912462
354589,733060,-725113,235564,-1025499
745900,984651,75585,388008,345746
280191,-502404,761508,-304205,904488
-328693,820597,-413704,-606013,989500
-59676,984848,-14020,-1048375,-891833
48187,-837321,950595,-461496,245071
800003,-413531,1019468,-1027096,838040
-73900,-154420,-545002,-810159,-1005278
-11634,-269687,-498866,681884,467092
974544,986581,-852640,-423155,591766
612846,-274478,-990434,-558946,564573
81134,-217809,702077,-451782,169828
598541,565071,-824907,-739194,500436
302199,69475,14608,742346,-827582
55627,-647837,524444,608158,-354548
-799008,-1020966,-980913,-921691,-534060
114526,-334601,-92691,1028448,-938852
818226,-971441,849723,120297,564712
-147052,-516644,-300990,729660,-798068
-26653,-452679,879498,-805730,630446
418217,-700832,-300555,-199436,758241
801578,393059,879368,93024,182418
802973,-782681,383171,-459120,-624856
534954,617685,358844,153096,692860
242427,214645,731030,283795,-62687
-633137,690685,-290899,-1016544,132435
343395,239669,959681,369005,794649
-679781,-212548,867801,344048,-855520
655361,-828894,-99640,-111380,326115
-765001,-327586,612290,512449,565840
537745,349808,-520186,-684144,444232
-383823,-868348,-566675,380422,-737748
-366580,-573905,1044114,-670220,-72234
-58061,-265667,-305661,241077,-759951
